f,scholarship_name,year,in_school,activity,characteristic,major,sem_min,sem_max,sex,age_min,age_max,grade_min,grade_max,last_grade_min,last_grade_max,pause,income_min,income_max,characteristic_money,recommendation,region,link,date_start,date_end,scholarship_price,paybyhour,feature_integer,feature,feature_specified,other,labels_1 : grade_min,labels_2 : last_grade_min,labels_3 : income_max,"labels_4 : last_grade_min, grade_min",labels_5 : paybyhour,"labels_6 : characteristic, characteristic_money, scholarship_price",labels_onehot_1 : other_similarity,labels_onehot_2 : other_similarity,"labels_onehot_3 : other_similarity, grade_min","labels_onehot_4 : other_similarity, characteristic_money","labels_onehot_5 : other_similarity, characteristic","labels_onehot_6 : other_similarity, feature_integer","labels_onehot_7 : other_similarity, characteristic_money, grade_min","labels_onehot_8 : other_similarity, characteristic_money, characteristic"
27,한국지도자육성장학재단장학생,2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,5,5,2,18,50,3.5,4.5,0,4.5,2,0,8,2,1,,,2016-11-14 0:00,2016-11-29 0:00,2252,0,0,,,,1,0,0,0,0,13,0,1,0,0,1,0,0,8
28,롯데희망장학생,2016,0,0,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,3,7,2,18,50,3.2,4.5,3.5,4.5,1,0,9,0,0,,http://www.lottefoundation.or.kr,2016-11-16 0:00,2016-12-15 0:00,2478,0,0,,,,1,1,0,-1,0,6,0,1,0,1,1,0,1,5
29,롯데미래인재장학생,2016,0,0,1,물리학과 수학과 화학과 지구환경과학과 생명과학부 국어국문학과 철학과 한국사학과 사학과 언어학과 철학과,5,7,2,18,50,4.2,4.5,4,4.5,1,0,10,2,0,,http://www.lottefoundation.or.kr,2016-11-16 0:00,2016-12-15 0:00,1652,0,0,,,연구실적확인서 필요,-1,7,0,-1,0,-1,0,1,0,0,0,0,-1,0
30,국가근로장학생,2016,0,0,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,0,4.5,2,0,10,1,0,,http://www.kosaf.go.kr,2016-11-15 0:00,2016-11-25 0:00,1,1,0,,,시급,2,0,0,2,1,2,0,0,1,2,2,0,3,3
31,한국프랜차이즈산업협회FC인재육성장학생(기업),2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,3,4.5,2,0,10,0,1,,,2016-11-07 0:00,2016-11-25 0:00,100,0,0,,,장학기금 마련에 동참한 기업의 임직원 또는 가맹점주,2,2,0,3,0,5,0,0,1,1,1,0,4,5
32,한국프랜차이즈산업협회FC인재육성장학생(일반),2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,3,4.5,2,0,10,0,1,,,2016-11-07 0:00,2016-11-25 0:00,100,0,0,,,학업이 우수한 일반 대학생,2,2,0,3,0,5,0,0,1,1,1,0,4,5
33,MBK장학생,2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,1,2,18,50,0,4.5,0,4.5,1,0,10,0,0,,,2016-12-19 0:00,2016-12-28 0:00,3304,0,0,,,한 학기 평점 3.0 이상 유지 시 등록금 지원,2,0,0,2,0,6,0,1,1,1,1,0,4,5
34,재일한국인본국투자협회재일동포장학생,2017,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,0,4.5,1,0,10,2,1,,,2017-01-02 0:00,2017-02-10 0:00,826,0,2,개인가족신분,재일한국인,재일 한국인,2,0,0,2,0,7,0,0,1,0,1,1,7,8
35,서울희망장학금,2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,1,4.5,1,0,3,2,0,,,2016-10-17 0:00,2016-11-02 0:00,100,0,0,,,,2,-1,2,-1,0,7,0,0,1,0,1,0,7,8
36,삼성드림클래스장학금,2017,0,0,0,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,0,4.5,1,0,10,0,0,,www.dreamclass.org,2016-12-08 0:00,2016-12-15 0:00,413,0,0,,,,2,0,0,2,0,8,0,0,1,1,4,0,4,9
37,국가근로장학금(법과대학),2017,0,0,0,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,0,4.5,2,0,10,1,0,,,2016-12-07 0:00,2016-12-23 0:00,1,1,0,,,시급,2,0,0,2,1,9,0,0,1,2,4,0,3,10
38,국가근로장학금(정보대학원),2017,0,0,0,컴퓨터학과 데이터과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부,0,8,2,18,50,0,4.5,0,4.5,2,0,10,1,0,,,2016-12-07 0:00,2016-12-16 0:00,1,1,0,,,시급,2,0,0,2,1,9,0,0,1,2,4,0,3,10
39,국가근로장학금(사범대학인문지리실습실),2017,0,0,0,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,0,8,2,18,50,0,4.5,0,4.5,2,0,10,1,0,,,2016-12-07 0:00,2016-12-23 0:00,1,1,0,,,시급,2,0,0,2,1,9,0,0,1,2,4,0,3,10
