f,scholarship_name,year,in_school,activity,characteristic,major,sem_min,sem_max,sex,age_min,age_max,grade_min,grade_max,last_grade_min,last_grade_max,pause,income_min,income_max,characteristic_money,recommendation,region,link,date_start,date_end,scholarship_price,paybyhour,feature_integer,feature,feature_specified,other,labels_1 : grade_min,labels_2 : last_grade_min,labels_3 : income_max,"labels_4 : last_grade_min, grade_min",labels_5 : paybyhour,"labels_6 : characteristic, characteristic_money, scholarship_price",labels_onehot_1 : other_similarity,labels_onehot_2 : other_similarity,"labels_onehot_3 : other_similarity, grade_min","labels_onehot_4 : other_similarity, characteristic_money","labels_onehot_5 : other_similarity, characteristic","labels_onehot_6 : other_similarity, feature_integer","labels_onehot_7 : other_similarity, characteristic_money, grade_min","labels_onehot_8 : other_similarity, characteristic_money, characteristic"
1,태광그룹일주학술문화재단장학생,2016,0,1,1,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,2,2,18,50,3,4.5,0,4.5,2,0,10,2,0,,www.iljufoundation.org,2016-09-19 0:00,2016-10-26 0:00,4104,0,0,,,,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0
2,수성인재장학생,2016,0,1,1,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,2,8,2,18,50,3.63,4.5,3.63,4.5,1,0,10,0,1,경상북도 대구시 수성구,www.suseongij.or.kr,2016-09-26 0:00,2016-10-04 0:00,200,0,0,,,,1,1,0,1,0,0,0,0,0,1,0,0,1,1
3,미래에셋해외교환장학생,2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,3.5,4.5,3.5,4.5,2,0,10,1,0,,http://foundation.miraeasset.com,2016-10-05 0:00,2016-10-12 0:00,600,0,2,개인가족신분,교환학생,교환학생,1,1,0,1,0,1,0,0,0,2,1,1,2,2
4,수림재단동교상,2016,0,1,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,6,8,2,18,50,0,4.5,0,4.5,1,0,10,1,1,,,2016-09-20 0:00,2016-09-28 0:00,500,0,0,,,"금상 500, 은상 300, 장려상 100 / 수상자 5~10
 재학 기간 중 성취한 탁월한 공적(선행을 포함)으로 타의 모범이 되고, 대학의 명예 선양과 발전에 기여한 공로가 지대한 자",2,0,0,2,0,2,0,0,1,2,2,0,3,3
5,대산농촌재단대산장학생,2016,0,1,1,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,4,4,2,18,50,3,4.5,0,4.5,1,0,10,0,1,,http://www.dsa.or.kr,2016-09-28 0:00,2016-11-06 0:00,3304,0,0,,,"영농기반이 있는 영농희망자 우선 선발
 농학계열 재학생 우대
 졸업 후 영농리더로 성장하려는 투철한 의지와 실천계획을 가진 학생",0,0,0,0,0,-1,-1,-1,-1,4,-1,2,-1,1
6,아이코리아장학생,2016,0,0,1,교육학과 컴퓨터교육과 컴퓨터학과,5,6,2,18,50,3,4.5,0,4.5,1,0,10,1,0,,,2016-10-07 0:00,2016-10-21 0:00,100,0,0,,,"유아교육, 보육, 아동, 특수교육, 청소년, 심리, 소프트웨어, 홍보 관련학과",0,0,0,0,0,3,0,0,0,2,0,0,2,4
7,아산장학생(다솜),2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,3,8,2,18,50,3,4.5,0,4.5,1,0,10,0,1,,welfare.asanfoundation.or.kr,2016-11-03 0:00,2016-11-09 0:00,3374,0,2,개인가족신분,장애인,장애인,0,0,0,0,0,6,0,1,0,1,1,1,1,5
8,"아산장학생(나래다문화, 조손가정)",2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,3,8,2,18,50,3,4.5,0,4.5,1,0,10,0,1,,welfare.asanfoundation.or.kr,2016-11-03 0:00,2016-11-09 0:00,3374,0,2,개인가족신분,"다문화, 조손","다문화 가정, 조손가정",0,0,0,0,0,6,0,1,0,1,1,1,1,5
9,아산장학생(나래복지시설),2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,3,8,2,18,50,3,4.5,0,4.5,1,0,10,0,1,,welfare.asanfoundation.or.kr,2016-11-03 0:00,2016-11-09 0:00,3374,0,2,개인가족신분,복지시설가정위탁출신,복지시설가정,0,0,0,0,0,6,0,1,0,1,1,1,1,5
10,아산장학생(나래SOS),2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,5,8,2,18,50,3,4.5,0,4.5,1,0,10,0,1,,welfare.asanfoundation.or.kr,2016-11-03 0:00,2016-11-09 0:00,3374,0,0,,,기타,0,0,0,0,0,6,0,1,0,1,1,0,1,5
11,아산장학생(재능나눔),2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,3,6,2,18,50,3,4.5,0,4.5,1,0,10,0,1,,welfare.asanfoundation.or.kr,2016-11-03 0:00,2016-11-09 0:00,3374,0,0,,,,0,0,0,0,0,6,0,1,0,1,1,0,1,5
12,하이트진로장학생,2016,0,1,1,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,2,7,2,18,50,3,4.5,0,4.5,2,0,10,1,0,,www.hitejinroholdings.com,2016-11-14 0:00,2016-11-18 0:00,150,0,2,개인가족신분,요식업및생계형자영업,요식업 및 생계형 자영업 업주의 자녀,0,0,0,0,0,3,0,0,0,2,0,1,2,4
13,행복나눔장학금,2016,0,1,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,0,4.5,2,0,10,0,1,,,2016-10-11 0:00,2016-12-11 0:00,413,0,0,,,타인 추천을 통해서만 지원 가능,2,0,0,2,0,4,0,0,1,1,2,0,4,6
14,STX장학재단장학생,2016,0,1,1,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,4,4,2,18,50,3.5,4.5,0,4.5,2,0,10,2,0,,http://www.stxfoundation.or.kr,2016-11-15 0:00,2016-11-28 0:00,1400,0,0,,,"예체능, 의대 약대 간호대 등 특수전문계열 전공 제외",1,0,0,0,0,10,0,1,0,0,0,0,0,0
15,한국장학재단대학생홍보대사,2016,0,0,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,4,2,18,50,0,4.5,0,4.5,2,0,10,1,0,,,2016-10-12 0:00,2016-10-26 0:00,0,0,0,,,지역팀별 소정의 활동비 지급,2,0,0,2,0,2,-1,2,2,3,-1,2,5,-1
16,관정이종환교육재단장학생,2016,0,1,1,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,5,5,2,18,24,4,4.5,0,4.5,2,0,10,2,1,,http://www.ikef.or.kr,2016-10-14 0:00,2016-11-11 0:00,2200,0,0,,,,-1,0,0,0,0,12,0,1,0,0,0,0,0,0
17,서울희망장학금,2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,1,4.5,2,0,2,0,0,,http://www.hissf.or.kr/,2016-10-17 0:00,2016-11-02 0:00,100,0,0,,,"신입생, 편입생, 재입학생은 별도 심사(성적 미반영)",2,-1,1,-1,0,5,-1,2,2,4,3,2,6,7
18,국가근로장학금,2016,0,0,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,0,4.5,2,0,10,1,0,,http://www.kosaf.go.kr/,2016-10-25 0:00,2016-10-31 0:00,1,1,0,,,"시급, 소득분위에 따른 선발우대",2,0,0,2,1,2,-1,2,2,3,-1,2,5,-1
19,삼성드림클래스장학금,2016,0,0,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,0,4.5,1,0,10,1,0,,www.dreamclass.org,2016-11-02 0:00,2016-11-09 0:00,4,1,0,,,시급,2,0,0,2,1,2,0,0,1,2,2,0,3,3
20,삼성드림클래스장학금(겨울캠프),2016,0,0,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,0,4.5,1,0,10,1,0,,www.dreamclass.org,2016-11-02 0:00,2016-11-09 0:00,4,1,0,,,시급,2,0,0,2,1,2,0,0,1,2,2,0,3,3
21,아름다운재단대학생교육비지원사업,2016,0,1,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,0,4.5,2,0,10,1,1,,,2016-10-31 0:00,2016-11-18 0:00,400,0,2,개인가족신분,복지시설가정위탁출신,복지시설가정위탁,2,0,0,2,0,2,0,0,1,2,2,1,3,3
22,글로벌인재장학금,2016,0,0,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,2.75,4.5,0,4.5,2,0,10,1,0,,ttp://www.hissf.or.kr,2016-11-02 0:00,2016-11-11 0:00,225,0,0,,,해외에서 개최되는 공익적 성격의 국제교류프로그램에 7일 이상 자비로 참가하여 글로벌리더십을 발휘하고자 하는 학생,3,0,0,0,0,1,0,0,0,2,1,0,2,2
23,고려대학교청주충북교우회장학생,2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,0,4.5,2,0,10,1,0,"충청북도, 충청북도 청주시",,2016-10-31 0:00,2016-11-16 0:00,250,0,0,,,청주 충북지역 고등학교 출신,2,0,0,2,0,1,0,0,1,2,1,0,3,2
24,서울장학재단(김대중평화센터서울평화희망장학금장학생),2016,0,1,3,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,1,8,2,18,50,0,4.5,0,4.5,1,0,10,1,0,,,2016-11-01 0:00,2016-11-14 0:00,200,0,0,,,"대학생활동안 소외된 이웃의 인권증진, 인류의 평화를 위한활동, 소외된 이웃을 위한 봉사활동을 위해 활발히 활동한 대학생",2,0,0,2,0,2,0,0,1,2,2,0,3,3
25,러시앤캐시배정장학재단장학생,2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,4,8,2,18,50,3,4.5,0,4.5,2,0,10,0,1,,www.aprovision.or.kr,2016-11-01 0:00,2016-12-30 0:00,2065,0,0,,,,0,0,0,0,0,6,0,1,0,1,1,0,1,5
26,유영아학업장학금,2016,0,1,2,경영학과 국어국문학과 영어영문학과 철학과 한국사학과 사학과 사회학과 독어독문학과 불어불문학과 중어중문학과 노어노문학과 일어일문학과 서어서문학과 한문학과 언어학과 식품자원경제학과 생명과학부 생명공학부 식품공학과 환경생태공학부 정치외교학과 경제학과 행정학과 통계학과 수학과 물리학과 화학과 지구환경과학과 화공생명공학과 신소재공학부 건축사회환경공학부 건축학과 기계공학부 산업경영공학부 전기전자공학부 융합에너지공학과 반도체공학과 교육학과 체육교육과 가정교육과 수학교육과 국어교육과 영어교육과 지리교육과 역사교육과 간호학과 디자인조형학부 국제학부 국제학부 바이오의공학부 바이오시스템의과학부 보건환경융합과학부 보건정책관리학부 컴퓨터학과 데이터과학과 사이버국방학과 심리학부,3,7,2,18,50,1.46,4.5,1.46,4.5,1,0,0,1,0,,http://www.hissf.or.kr,2016-11-04 0:00,2016-11-17 0:00,400,0,0,,,최근 세 학기 연속적으로 학업성적 향상을 보인 우수 학생,-1,-1,1,-1,0,1,-1,2,-1,3,3,2,-1,11
